category;tweet_id;text;date;retweet_count;geo;coordinates;place_id;place_centroid;place_country;place_country_code;place_full_name;place_name;place_type
when;1.15377E+18;*@ConquerawHaki let me know when u find out so i can start reading. till then i’ll be anime only;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;*@ladoring I agree that Adam's hair looks better when it's longer on the sides and not piled up in a slick heap on the top.;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;*@GabbSean I always find it funny when so-called “small government” types support outsourcing. When the government provides such services the cost to the taxpayer is simply the cost of providing the service, when its outsourced the cost also includes profits etc. for the contractor...;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;*@DonnyCrypto Negroni the best cocktail when well made 👌🏼;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;I think it’s very weird when you can’t have a civil debate with someone who has different views, I am willing to have my mind changed. But to change my mind you need to provide supporting evidence and science. Fact vs OPINION is very important.;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;so now my chain of command is saying people can’t take leave?? nah nah nah SgtMaj said leave is a right. don’t worry I’ll take my happy ass to legal next month when I submit my leave request and I’ll talk to Capt. Huss about it. we will see who gets their leave approved😘;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;When challenges usually take place. No Matter what uyajuluka.. https://t.co/xdHICjObVj;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;Must be awful, having an owner that spends no money. Gotta feel for them signing players for multi millions, when Bury And Bolton have no players. Tough times at Newcastle hope they pull through https://t.co/XeQc93F5eb;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;Not even kidding when Jordan put India’s hat on I thought of this guy  from Get Out #LoveIsland https://t.co/ORJjCCl9fS;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;"*@Dasucre Not fair ooo.
Give us our money when due";7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;*@PaigeHHarvey That's a good idea, will see if we have any hot water bottles around. I've got an air conditioning unit arriving tomorrow since the last 2 years have been the same when the weather gets warmer;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;"Heres my Massive list of league balance changes that should happen
1. give riven a second passive that turns all non health regen/fountain healing into temporary shields. 
2. remove spear of shoujin
3. Bring back the ""reduce duration of vessel when you hit illaoi"" on her e";7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;*@Coolius_Muhuliu *@ohcorienicole *@punker_irl When you're the victim of an assault you barely want to admit to yourself that it happened and when people are blinded by how good they THINK another person is its hard to come forward in fear of being shamed, right now would be the safest time to come out about it;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;This is what I see when you lot do this in front of me 🤣🤣🤣 *@melanie_woods *@_MelanieV https://t.co/hCuT0CYzAv;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;*@CreateLikeAGirl Let me know when one is ready to be sold ... I want one so badly lol can’t wait;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;*@NiallOfficial when are u gonna show us???;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;#AskBless4 how old were you when you started social media and how old are you now ? ✌️;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;*@VMmovie I watched the first few episodes because I liked her character &amp  quips w/Keith. I continued to watch 4 the LoVe, the witty banter between them &amp  Logan being a protector even when they weren’t together. Rob bet and lost his fan base in the last 10 mins of the show. #nologannoshow;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;*@cstampeen I guess I better invest in some prescription sunglasses. There have been days out here when I literally can’t keep my eyes open because of the sun reflecting off of bright surfaces around me (doesn’t help that I work in a dark room all day).;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;"""Prayer is when you talk to God  Meditation is when you listen to God."" -Diana Robinson #zen #meditation #prayer #life #quotes";7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;*@jjs999jjs When Boris was an unknown in 1997 he ran in the constituency I'm from and while he was campaigning in the village I live in (Ruabon) some old guy punched him in the face for being a Tory 😂;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;Soo when you blessing my ears then? https://t.co/TIVt50ReHE;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;*@MBBS_Pathology *@NRiddleMD I agree!  I didn’t learn well from lectures as a student.  If I got stuck on a concept, I’d miss the rest of the lecture trying to figure it out and get totally lost.  When I watched them, I could pause, synthesize my thoughts, and follow much easier.;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;*@_Keelay *@StanDelicate Tbh it’s all about how these guys go about it - Like there literally going through the backyard when they can just come to the front door 🤷🏾‍♀️;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;"*@awholeassburger *@Nosci_fi *@Pythagasaurus2 *@jonkay Indeed. And we should give every reasonable accommodation that we can, but when it negatively impacts others, it's no longer about common dignity and civil rights.

Preferred sex on driver's license/ Gov. ID? Sure, no problem.
Force people to handle your balls? Hell. Fucking. No.";7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;"*@matteusbeus When you say ""lost"", is it really a loss if that was their reason? 😗";7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;*@itsbiancastella But when he was fingering her he didn’t realise ehh heehh stupid;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;Everyone seems to be sleeping on the idea of a no-deal Brexit. It will soon come to everyone’s attention when shit gets so bad that weed dealers start having to charge 5p for the baggie...;7/23/2019 20:49;0;;;;;;;;;
when;1.15377E+18;I talked to Veronica on the phone when after my boyfriend left me and suddenly found out that Klaudia disappeared somewhere;7/23/2019 20:49;0;;;;;;;;;
